filename,width,height,class,xmin,ymin,xmax,ymax
img_446.jpg,2448,3264,Misplacement,1293,1898,1447,2143
img_448.jpg,3024,4032,Misplacement,1842,2043,2161,2385
img_449.jpg,2448,3264,Out-of-stock,1411,1471,1591,1724
img_449.jpg,2448,3264,Misplacement,353,2663,555,2957
img_45.jpg,2448,3264,Misplacement,1584,1297,1867,1487
img_45.jpg,2448,3264,Out-of-stock,1405,1307,1567,1494
img_450.jpg,2592,4608,Out-of-stock,1792,2637,2460,2880
img_450.jpg,2592,4608,Misplacement,1683,3798,1807,4121
img_452.jpg,2448,3264,Out-of-stock,590,319,810,647
img_452.jpg,2448,3264,Misplacement,2035,2047,2280,2398
img_453.jpg,1920,2560,Out-of-stock,1122,1341,1219,1563
img_453.jpg,1920,2560,Misplacement,1205,2139,1363,2324
img_454.jpg,2448,3264,Misplacement,791,2178,912,2366
img_454.jpg,2448,3264,Out-of-stock,1613,1587,1725,1857
img_455.jpg,3264,2448,Misplacement,2060,900,2385,1239
img_456.jpg,2448,3264,Out-of-stock,832,2556,929,2962
img_456.jpg,2448,3264,Misplacement,1202,2564,1281,2967
img_457.jpg,2448,3264,Misplacement,660,246,815,809
img_458.jpg,1920,2560,Misplacement,1295,1515,1403,1804
img_46.jpg,2340,4160,Misplacement,731,1802,905,2060
img_46.jpg,2340,4160,Out-of-stock,2120,1405,2281,1626
img_460.jpg,2448,3264,Out-of-stock,1866,1792,2045,2130
img_461.jpg,2448,3264,Misplacement,553,842,828,1159
img_462.jpg,2560,1920,Out-of-stock,347,44,1237,296
img_462.jpg,2560,1920,Misplacement,1828,317,2011,566
img_463.jpg,1920,2560,Misplacement,272,1987,468,2324
img_463.jpg,1920,2560,Out-of-stock,761,523,820,816
img_464.jpg,2448,3264,Out-of-stock,1492,2238,1622,2452
img_464.jpg,2448,3264,Misplacement,747,2237,882,2456
img_465.jpg,2448,3264,Out-of-stock,676,1279,803,1575
img_465.jpg,2448,3264,Misplacement,1107,2034,1185,2290
img_466.jpg,2448,3264,Out-of-stock,1006,1254,1197,1489
img_466.jpg,2448,3264,Misplacement,379,1553,549,1831
img_467.jpg,2448,3264,Out-of-stock,886,2368,1241,2568
img_467.jpg,2448,3264,Misplacement,1519,1627,1654,1948
img_468.jpg,1920,2560,Out-of-stock,235,2089,836,2310
img_47.jpg,2448,3264,Out-of-stock,1115,920,1246,1161
img_47.jpg,2448,3264,Misplacement,1090,1604,1214,1775
img_471.jpg,2592,4608,Out-of-stock,1353,1757,1981,2014
img_471.jpg,2592,4608,Misplacement,206,2739,487,2962
img_473.jpg,2448,3264,Misplacement,1292,2254,1659,2603
img_473.jpg,2448,3264,Out-of-stock,1,2091,232,2389
img_474.jpg,2448,3264,Out-of-stock,1062,1904,1227,2185
img_474.jpg,2448,3264,Misplacement,871,1929,1060,2190
img_475.jpg,2448,3264,Misplacement,886,2115,1183,2505
img_476.jpg,2340,4160,Out-of-stock,1272,1815,1581,2035
img_476.jpg,2340,4160,Misplacement,1153,2935,1414,3104
img_478.jpg,1920,2560,Misplacement,1330,1017,1464,1299
img_478.jpg,1920,2560,Out-of-stock,508,2046,618,2215
img_479.jpg,2340,4160,Out-of-stock,940,2089,1190,2440
img_48.jpg,3840,2160,Misplacement,1668,1508,1768,1750
img_48.jpg,3840,2160,Out-of-stock,1215,1882,1347,2095
img_481.jpg,2448,3264,Out-of-stock,1538,1333,1741,1657
img_481.jpg,2448,3264,Misplacement,1419,1745,1740,2017
img_482.jpg,2448,3264,Out-of-stock,1595,663,1859,965
img_482.jpg,2448,3264,Misplacement,852,2617,955,2956
img_484.jpg,2560,1920,Misplacement,1266,1348,1379,1591
img_484.jpg,2560,1920,Out-of-stock,451,1351,536,1581
img_49.jpg,2340,4160,Out-of-stock,1254,2230,1431,2470
img_49.jpg,2340,4160,Misplacement,1531,1025,1667,1261
img_5.jpg,1920,2560,Misplacement,642,1348,745,1484
img_50.jpg,2448,3264,Misplacement,638,1690,732,1894
img_50.jpg,2448,3264,Out-of-stock,1185,1133,1297,1361
img_51.jpg,2448,3264,Misplacement,1250,1959,1579,2267
img_53.jpg,2448,3264,Misplacement,784,1725,1050,2097
img_53.jpg,2448,3264,Out-of-stock,1491,2694,1774,3045
img_54.jpg,3264,2448,Out-of-stock,1514,1810,1651,2031
img_56.jpg,1920,2560,Out-of-stock,1377,1034,1536,1266
img_58.jpg,2448,3264,Out-of-stock,681,883,1063,1328
img_6.jpg,2560,1920,Misplacement,1325,376,1541,678
img_60.jpg,3264,2448,Misplacement,1522,1884,1677,2192
img_61.jpg,2340,4160,Misplacement,1510,1798,1624,1967
img_62.jpg,2448,3264,Misplacement,1043,2600,1139,2887
img_63.jpg,2448,3264,Misplacement,1956,1290,2132,1566
img_65.jpg,3120,4160,Misplacement,830,2239,1007,2402
img_67.jpg,2448,3264,Misplacement,1001,1453,1103,1731
img_68.jpg,2336,4160,Misplacement,1227,2850,1341,3264
img_69.jpg,3024,3024,Misplacement,1188,1794,1353,2082
img_7.jpg,2560,1920,Misplacement,1486,1131,1584,1304
img_70.jpg,5616,3744,Out-of-stock,702,1624,1058,2384
img_70.jpg,5616,3744,Misplacement,2982,1616,3358,2396
img_73.jpg,7833,5225,Out-of-stock,3985,1146,4985,2718
img_74.jpg,4896,3264,Misplacement,3032,166,3315,635
img_75.jpg,6000,4000,Out-of-stock,3649,2878,3806,3330
img_8.jpg,2336,4160,Out-of-stock,1699,926,1822,1210
