filename,width,height,class,xmin,ymin,xmax,ymax
img_211.jpg,2448,3264,Misplacement,1188,2681,1396,3179
img_22.jpg,2272,1704,Out-of-stock,1519,868,1799,1183
img_22.jpg,2272,1704,Misplacement,1446,392,1808,715
img_22.jpg,2272,1704,Misplacement,821,794,1153,1164
img_22.jpg,2272,1704,Misplacement,695,290,1075,714
img_22.jpg,2272,1704,Misplacement,1095,430,1433,712
img_22.jpg,2272,1704,Misplacement,1826,870,2192,1206
img_231.jpg,2272,1704,Out-of-stock,1382,194,1572,612
img_231.jpg,2272,1704,Out-of-stock,1977,768,2222,1288
img_231.jpg,2272,1704,Misplacement,688,754,1090,1286
img_231.jpg,2272,1704,Misplacement,1506,777,1773,1279
img_232.jpg,2272,1704,Misplacement,310,732,653,1295
img_232.jpg,2272,1704,Misplacement,1408,759,1841,1383
img_232.jpg,2272,1704,Misplacement,1413,197,1904,681
img_249.jpg,2272,1704,Misplacement,790,981,1353,1588
img_249.jpg,2272,1704,Misplacement,806,350,1193,848
img_249.jpg,2272,1704,Misplacement,1372,392,1584,866
img_249.jpg,2272,1704,Out-of-stock,1621,399,1804,886
img_25.jpg,2272,1704,Out-of-stock,810,172,999,752
img_25.jpg,2272,1704,Out-of-stock,484,923,717,1655
img_25.jpg,2272,1704,Misplacement,773,864,1255,1666
img_25.jpg,2272,1704,Misplacement,353,414,799,777
img_250.jpg,2272,1704,Out-of-stock,379,766,812,1639
img_250.jpg,2272,1704,Misplacement,1244,12,1721,694
img_250.jpg,2272,1704,Misplacement,1193,783,1513,1637
img_250.jpg,2272,1704,Misplacement,1721,801,2088,1634
img_251.jpg,2272,1704,Out-of-stock,41,143,439,817
img_251.jpg,2272,1704,Out-of-stock,586,983,1097,1695
img_251.jpg,2272,1704,Misplacement,1024,152,1339,826
img_251.jpg,2272,1704,Misplacement,1559,212,1988,828
img_257.jpg,2272,1704,Misplacement,1590,239,1830,835
img_259.jpg,2272,1704,Out-of-stock,1415,166,2181,895
img_259.jpg,2272,1704,Misplacement,470,999,1302,1652
img_259.jpg,2272,1704,Misplacement,530,10,792,319
img_265.jpg,2272,1704,Misplacement,1473,650,1699,1028
img_265.jpg,2272,1704,Misplacement,1673,1112,1897,1464
img_265.jpg,2272,1704,Misplacement,595,1090,761,1439
img_29.jpg,2272,1704,Out-of-stock,41,143,439,817
img_29.jpg,2272,1704,Out-of-stock,586,983,1097,1695
img_29.jpg,2272,1704,Misplacement,1024,152,1339,826
img_29.jpg,2272,1704,Misplacement,1559,212,1988,828
img_3.jpg,5580,3720,Out-of-stock,2022,1016,2226,1432
img_3.jpg,5580,3720,Out-of-stock,3910,2552,4090,2988
img_3.jpg,5580,3720,Misplacement,2362,1796,2646,2160
img_3.jpg,5580,3720,Misplacement,3938,1836,4178,2184
img_3.jpg,5580,3720,Misplacement,550,2552,690,2976
img_34.jpg,2272,1704,Out-of-stock,321,81,670,697
img_39.jpg,2272,1704,Out-of-stock,1559,1008,2039,1430
img_39.jpg,2272,1704,Out-of-stock,1815,166,2050,568
img_39.jpg,2272,1704,Out-of-stock,1739,623,1877,961
img_4.jpg,4032,3024,Out-of-stock,2044,1715,2299,2531
img_4.jpg,4032,3024,Misplacement,2589,1580,3476,2554
img_4.jpg,4032,3024,Misplacement,1247,405,1725,1070
img_4.jpg,4032,3024,Misplacement,2899,312,3302,1089
img_4.jpg,4032,3024,Misplacement,676,212,983,1080
img_42.jpg,2272,1704,Out-of-stock,146,703,1093,1084
img_42.jpg,2272,1704,Out-of-stock,1441,268,1748,646
img_42.jpg,2272,1704,Out-of-stock,1981,288,2090,630
img_42.jpg,2272,1704,Out-of-stock,2028,1152,2170,1492
img_421.jpg,1920,2560,Misplacement,423,992,570,1178
img_422.jpg,3120,4160,Misplacement,1962,2789,2516,3207
img_423.jpg,1920,2560,Out-of-stock,920,801,1028,1021
img_424.jpg,2336,4160,Out-of-stock,1804,2767,1933,3067
img_425.jpg,2336,4160,Out-of-stock,365,3106,633,3241
img_426.jpg,2448,3264,Misplacement,1061,2025,1177,2283
img_427.jpg,2336,4160,Out-of-stock,858,1665,1010,2017
img_428.jpg,2448,3264,Misplacement,948,1428,1115,1712
img_429.jpg,1920,2560,Misplacement,231,1558,345,1921
img_43.jpg,2272,1704,Out-of-stock,22,812,415,1134
img_43.jpg,2272,1704,Out-of-stock,1588,401,2230,775
img_43.jpg,2272,1704,Out-of-stock,1822,1252,2252,1681
img_430.jpg,3264,2448,Misplacement,1897,816,2066,1150
img_432.jpg,2336,4160,Out-of-stock,1096,1767,1439,2124
img_433.jpg,2448,3264,Out-of-stock,1036,827,1279,1043
img_434.jpg,2448,3264,Out-of-stock,1630,1522,1759,1845
img_435.jpg,2448,3264,Misplacement,1559,1808,1820,2131
img_436.jpg,2448,3264,Misplacement,1312,2590,1514,2951
img_437.jpg,2448,3264,Misplacement,1033,2641,1135,2869
img_438.jpg,1920,2560,Misplacement,616,2092,744,2391
img_439.jpg,2448,3264,Misplacement,902,1382,1003,1655
img_440.jpg,2448,3264,Out-of-stock,1414,1986,1545,2200
img_441.jpg,1920,2560,Out-of-stock,618,1914,807,2248
img_443.jpg,2160,3840,Out-of-stock,739,2418,865,2693
img_444.jpg,2448,3264,Misplacement,581,1617,770,1922
img_445.jpg,2448,3264,Out-of-stock,863,1582,1016,1845
img_446.jpg,2336,4160,Misplacement,1042,3083,1221,3201
img_447.jpg,2448,3264,Misplacement,804,2117,926,2361
img_447.jpg,2448,3264,Misplacement,970,2441,1355,2694
img_448.jpg,2336,4160,Misplacement,519,1021,922,1298
img_449.jpg,2448,3264,Out-of-stock,1457,1452,1642,1729
img_450.jpg,1920,2560,Misplacement,1115,1725,1205,1950
img_451.jpg,2336,4160,Misplacement,284,2411,493,2640
img_452.jpg,2448,3264,Out-of-stock,1219,2435,1408,2793
img_453.jpg,2336,4160,Misplacement,1629,2685,2045,2898
img_454.jpg,2448,3264,Misplacement,1662,2524,2116,2844
img_455.jpg,2448,3264,Out-of-stock,671,1006,1103,1372
img_456.jpg,1920,2560,Out-of-stock,416,1453,616,1827
img_457.jpg,2268,4032,Misplacement,883,2593,1194,2929
img_458.jpg,2336,4160,Out-of-stock,562,1829,818,2100
img_458.jpg,2336,4160,Out-of-stock,1107,1806,1334,2066
img_459.jpg,2448,3264,Misplacement,1461,2279,1699,2584
img_460.jpg,2448,3264,Misplacement,889,2286,1284,2525
img_460.jpg,2448,3264,Misplacement,1339,2638,1614,2960
img_461.jpg,1920,2560,Out-of-stock,1008,1416,1114,1536
img_461.jpg,1920,2560,Out-of-stock,234,1422,360,1546
img_462.jpg,4128,3096,Misplacement,3032,1631,3661,2001
img_463.jpg,2448,3264,Misplacement,1271,1365,1551,1734
img_464.jpg,2340,4160,Out-of-stock,395,1975,1070,2296
img_464.jpg,2340,4160,Out-of-stock,556,2775,831,2944
img_465.jpg,2448,3264,Out-of-stock,2004,2372,2332,2611
img_465.jpg,2448,3264,Out-of-stock,1216,2718,1543,3050
img_466.jpg,2336,4160,Out-of-stock,678,2811,841,3122
img_467.jpg,2336,4160,Out-of-stock,450,2137,744,2345
img_467.jpg,2336,4160,Out-of-stock,907,2976,1008,3287
img_468.jpg,2448,3264,Out-of-stock,1361,2684,1531,2968
img_469.jpg,2448,3264,Out-of-stock,967,1590,1453,1828
img_469.jpg,2448,3264,Out-of-stock,1237,1109,1389,1302
img_47.jpg,2272,1704,Out-of-stock,1657,359,1995,790
img_47.jpg,2272,1704,Out-of-stock,77,21,333,292
img_47.jpg,2272,1704,Out-of-stock,848,1310,1135,1646
img_47.jpg,2272,1704,Out-of-stock,1446,1323,1788,1657
img_47.jpg,2272,1704,Out-of-stock,1975,1332,2239,1684
img_470.jpg,2448,3264,Out-of-stock,250,1820,473,2245
img_471.jpg,2448,3264,Out-of-stock,943,1166,1077,1521
img_471.jpg,2448,3264,Misplacement,1460,1987,1612,2280
img_472.jpg,2340,4160,Out-of-stock,1689,1467,2076,1767
img_472.jpg,2340,4160,Misplacement,1643,1826,1752,2105
img_473.jpg,2448,3264,Misplacement,236,1327,340,1647
img_474.jpg,2560,1920,Out-of-stock,1779,1444,2059,1714
img_475.jpg,2448,3264,Misplacement,839,2407,970,2773
img_475.jpg,2448,3264,Out-of-stock,655,1789,786,2061
img_476.jpg,2432,4320,Misplacement,1479,2592,1742,2873
img_476.jpg,2432,4320,Out-of-stock,1357,2177,1431,2513
img_477.jpg,2336,4160,Out-of-stock,1768,2799,1940,3328
img_477.jpg,2336,4160,Misplacement,1703,1048,1954,1311
img_478.jpg,2448,3264,Out-of-stock,919,1482,1220,1697
img_478.jpg,2448,3264,Misplacement,120,1719,299,1915
img_479.jpg,3264,2448,Misplacement,1557,2039,1709,2250
img_479.jpg,3264,2448,Out-of-stock,918,659,1008,851
img_480.jpg,2448,3264,Out-of-stock,1652,1664,1867,1937
img_480.jpg,2448,3264,Misplacement,491,2338,667,2641
img_481.jpg,1920,2560,Misplacement,1166,1427,1240,1636
img_482.jpg,1920,2560,Misplacement,723,1942,858,2323
img_483.jpg,2448,3264,Out-of-stock,796,2383,1254,2661
img_483.jpg,2448,3264,Misplacement,788,2077,914,2334
img_484.jpg,1920,2560,Misplacement,394,1353,701,1691
img_484.jpg,1920,2560,Out-of-stock,579,81,762,413
img_485.jpg,2336,4160,Out-of-stock,1555,2965,1826,3272
img_485.jpg,2336,4160,Misplacement,1813,2227,1922,2460
img_487.jpg,2368,4224,Out-of-stock,946,1390,1210,1739
img_487.jpg,2368,4224,Misplacement,1709,2754,2167,3122
img_488.jpg,1920,2560,Out-of-stock,1513,548,1633,822
img_489.jpg,2448,3264,Out-of-stock,1519,2027,1719,2306
img_489.jpg,2448,3264,Misplacement,365,2611,690,2906
img_490.jpg,2448,3264,Misplacement,1359,1659,1595,2094
img_490.jpg,2448,3264,Out-of-stock,1183,2289,1627,2528
img_491.jpg,2448,3264,Out-of-stock,1455,1847,1780,2103
img_491.jpg,2448,3264,Misplacement,168,2002,431,2310
img_492.jpg,2448,3264,Out-of-stock,909,1980,989,2198
img_492.jpg,2448,3264,Misplacement,1786,2383,1942,2766
img_493.jpg,2448,3264,Out-of-stock,371,1543,763,1877
img_494.jpg,1920,2560,Misplacement,1331,1352,1451,1655
img_494.jpg,1920,2560,Out-of-stock,355,636,686,933
img_495.jpg,3024,3024,Out-of-stock,1361,2231,1500,2597
img_495.jpg,3024,3024,Misplacement,1670,2661,1858,2886
img_496.jpg,2448,3264,Misplacement,484,2833,995,3062
img_496.jpg,2448,3264,Out-of-stock,175,545,301,791
img_497.jpg,3264,2448,Misplacement,1211,1650,1334,2014
img_497.jpg,3264,2448,Out-of-stock,1437,891,1529,1193
img_498.jpg,3024,3024,Misplacement,1773,1810,1930,2121
img_498.jpg,3024,3024,Out-of-stock,798,2158,968,2436
img_499.jpg,2336,4160,Out-of-stock,1584,1613,1766,1852
img_5.jpg,2272,1704,Out-of-stock,1788,970,2241,1403
img_5.jpg,2272,1704,Out-of-stock,2050,646,2241,912
img_5.jpg,2272,1704,Out-of-stock,28,254,273,535
img_5.jpg,2272,1704,Out-of-stock,590,955,770,1363
img_50.jpg,2272,1704,Out-of-stock,164,8,653,366
img_50.jpg,2272,1704,Out-of-stock,232,468,737,752
img_50.jpg,2272,1704,Out-of-stock,1304,1224,2039,1621
img_50.jpg,2272,1704,Out-of-stock,1881,475,2050,750
img_500.jpg,2448,3264,Out-of-stock,999,1293,1117,1505
img_501.jpg,1920,2560,Out-of-stock,1361,1325,1443,1535
img_502.jpg,2340,4160,Out-of-stock,1175,2472,1373,2839
img_503.jpg,1920,2560,Out-of-stock,21,1736,122,1977
img_504.jpg,1920,2560,Out-of-stock,599,2199,710,2429
img_505.jpg,1920,2560,Out-of-stock,960,1247,1068,1439
img_506.jpg,1920,2560,Out-of-stock,926,1400,1075,1581
img_507.jpg,2448,3264,Misplacement,944,1662,1072,1860
img_508.jpg,2448,3264,Misplacement,699,2220,814,2314
img_509.jpg,2448,3264,Out-of-stock,381,1193,653,1581
img_510.jpg,1920,2560,Out-of-stock,489,1409,616,1668
img_511.jpg,4160,2336,Misplacement,2328,263,2495,714
img_512.jpg,2448,3264,Out-of-stock,1308,2425,1539,2668
img_513.jpg,2160,3840,Out-of-stock,1727,1878,1963,2171
img_514.jpg,2448,3264,Misplacement,374,2596,639,3020
img_515.jpg,2448,3264,Out-of-stock,1148,2021,1261,2223
img_516.jpg,1920,2560,Out-of-stock,591,564,707,839
img_517.jpg,1920,2560,Out-of-stock,179,692,304,958
img_518.jpg,1920,2560,Out-of-stock,1004,973,1073,1171
img_519.jpg,1920,2560,Misplacement,995,1676,1093,1945
img_520.jpg,2448,3264,Misplacement,1062,1803,1168,2023
img_521.jpg,1920,2560,Out-of-stock,7,1901,130,2150
img_522.jpg,1920,2560,Out-of-stock,843,1624,997,1924
img_523.jpg,2336,4160,Out-of-stock,592,1575,1388,2199
img_524.jpg,1920,2560,Out-of-stock,1159,1549,1307,1902
img_525.jpg,1920,2560,Misplacement,657,2096,721,2373
img_526.jpg,1920,2560,Out-of-stock,1751,964,1881,1236
img_527.jpg,1920,2560,Out-of-stock,1115,1090,1215,1286
img_528.jpg,2560,1920,Misplacement,148,1466,281,1558
img_529.jpg,2448,3264,Misplacement,323,1485,685,1585
img_53.jpg,2272,1704,Out-of-stock,1090,626,1335,937
img_53.jpg,2272,1704,Misplacement,1066,174,1346,521
img_53.jpg,2272,1704,Misplacement,97,423,308,810
img_531.jpg,1920,2560,Misplacement,592,1167,757,1343
img_532.jpg,2448,3264,Misplacement,1046,2089,1395,2203
img_533.jpg,2448,3264,Misplacement,1623,2559,1763,2930
img_534.jpg,2448,3264,Misplacement,584,2626,655,3017
img_535.jpg,2448,3264,Misplacement,1114,2533,1236,2936
img_536.jpg,2448,3264,Misplacement,584,2230,675,2480
img_537.jpg,2448,3264,Misplacement,1519,2317,1758,2524
img_538.jpg,2336,4160,Misplacement,1459,2766,1847,3046
img_539.jpg,2322,4128,Out-of-stock,1401,2646,1524,3015
img_540.jpg,2448,3264,Misplacement,858,1491,924,1723
img_541.jpg,2448,3264,Misplacement,932,1875,1058,2272
img_542.jpg,2448,3264,Misplacement,254,970,469,1218
img_543.jpg,1920,2560,Misplacement,1247,2012,1395,2154
img_544.jpg,1920,2560,Misplacement,576,1512,633,1699
img_545.jpg,1920,2560,Out-of-stock,1567,1933,1650,2213
img_546.jpg,2340,4160,Out-of-stock,311,2603,1042,2914
img_6.jpg,2272,1704,Out-of-stock,1055,948,1228,1319
img_6.jpg,2272,1704,Out-of-stock,21,566,186,835
img_60.jpg,2448,3264,Misplacement,1740,524,1905,818
img_65.jpg,2336,4160,Misplacement,1123,1379,1303,1582
img_65.jpg,2336,4160,Out-of-stock,671,2247,831,2406
img_7.jpg,2272,1704,Out-of-stock,964,681,1273,1074
img_7.jpg,2272,1704,Out-of-stock,1546,177,1813,590
img_7.jpg,2272,1704,Out-of-stock,113,1181,721,1697
img_7.jpg,2272,1704,Out-of-stock,68,675,272,1052
img_73.jpg,1920,2560,Misplacement,554,1299,680,1466
img_73.jpg,1920,2560,Out-of-stock,404,1303,553,1469
img_77.jpg,2592,4608,Out-of-stock,1211,2163,1491,2483
